RouteNum;Authority;City;Transport;Operator;ValidityPeriods;SpecialDates;RouteTag;RouteType;Commercial;RouteName;Weekdays;RouteID;Entry;RouteStops;Pikas2012.11.19;Datestart
158;;;;;;;;A>B;A;ДС Карбышева - Валерьяново;1234567;137298;;14364,14457,16019,133411;;d1-d5 - 18.09.2014<br>d6-d7 - 20.09.2014
;;;;;;;;B>A;A;Валерьяново - ДС Карбышева;1234567;137299;;133411,16020,14364;;
159;;;;5 АП;16405,;;;A>B;A;ДС  Запад-3 - Каменная горка-5;12345;143727;;69517,14878,14608,14610,73868,73864,73865,73866;;d1-d5 - 01.12.2014<br>d6-d7 - 06.12.2014
;;;;;16410,;;;A>B;A;ДС Запад-3 - Каменная горка-5;67;144170;;69517,14878,14608,14610,73868,73864,73865,73866;;
;;;;;16405,;;;B>A;A;Каменная горка-5 - ДС Запад-3;1234567;143728;;73866,133344,72615,72616,72617,14868,72620,69517;;
161а;;;;6 АП;16410,;;;A>B;A;АС Автозаводская - полигон "Тростенецкий" - Сосны;67;144077;;14830,15620,16040,16042,16043,16044,16073,16050,16060,133335,133119,16051,16057,16058;;d6-d7 - 06.12.2014
;;;;;;;;B>A;A;Сосны - полигон "Тростенецкий" - АС Автозаводская;67;144078;;16058,16052,16048,16045,16074,14828,16041,14712,14711,14830;;
161б;;;;;;;;A>B;A;АС Автозаводская - Сосны - полигон "Тростенецкий";1234567;144081;;14830,15620,16040,16042,16043,16044,16073,16057,16058;;d1-d5 - 08.12.2014<br>d6-d7 - 06.12.2014
;;;;;;;;B>A;A;полигон "Тростенецкий" - Сосны - АС Автозаводская;1234567;144082;;16058,16052,16050,16060,133335,133119,16051,16048,16045,16074,14828,16041,14712,14711,14830;;
161с;;;;;16363,;;;A>B;A;АС Автозаводская - Трайпл - полигон  Тростенецкий;;139773;;;;d1-d5 - 08.12.2014
;;;;;16412,;;;A>B;A;АС Автозаводская - Трайпл - полигон  "Тростенецкий";12345;144389;;14830,15620,16042,16050,16060,16110,133335;;
;;;;;;;;B>A;A;полигон  "Тростенецкий" - Трайпл - АС Автозаводская;12345;144390;;133335,16110,133119,16051,14828,15343,14626,14830;;
162;;;;7 АП;15003,;;;A>B;A;ДС Карбышева - Цна-2;1234567;52442;;14364,14459,15783,15785,15786,16008,16010,16078,16079;;d1-d5 - 01.12.2014<br>d6-d7 - 20.09.2014
;;;;;16405,;;;A>B;A;ДС Карбышева -  Цна-2;12345;143665;;14364,14459,15783,15785,15786,16008,16010,16078,16079;;
;;;;;15003,;;;B>A;A;Цна-2 - ДС Карбышева;1234567;52443;;16079,16077,15787,15784,15782,14451,14364;;
163;;;;2 АП;16099,;;;A>B;A;ДС Одоевского - Воронянского;1234567;119850;;14850,14853,14682,14683,14684,14685,14686,14687,73833,16188,16189,15114,15115,15566,15122,15774,15891,15665,15838,15873,15878,15879,15880;;d1-d5 - 29.01.2014<br>d6-d7 - 01.02.2014
;;;;;;;;B>A;A;Воронянского - ДС Одоевского;1234567;119848;;15880,15881,15874,15872,15839,15845,15920,15599,15009,15010,15217,73835,73834,14576,14577,14589,14590,14591,14592,14852,15563,14850;;
165;;;;4 АП;16368,;;;A>B;A;ДС Калиновского - пер.Геологический;1234567;140529;;14354,14353,14996,14351,14350,14347,14403,14346,14342,14422,14421,15427,15428,15424,16252,15375,15376,15377,15370,15378;;d1-d5 - 27.10.2014<br>d6-d7 - 25.10.2014
;;;;;;;;B>A;A;пер.Геологический - ДС Калиновского;1234567;140530;;15378,69253,15371,15372,15373,15374,15425,15426,14418,14420,14341,14343,14344,14348,14349,14352,14354;;
170э;;;;5 АП;16405,;;;A>B;A;АС Юго-Западная -  Западное кладбище;12345;143731;;132076,212056,16255,71193,197035,197037,197084;;d1-d5 - 01.12.2014<br>d6-d7 - 06.12.2014
;;;;;16410,;;;A>B;A;АС Юго-Западная - Западное кладбище;67;144174;;132076,212056,16255,71193,197035,197037,197084;;
;;;;;16405,;;;B>A;A;Западное кладбище - АС Юго-Западная;1234567;143732;;197084,197063,197065,14955,14959,230018,15197,132076;;
172э;;;;7 АП;16221,;;;A>B;A;ДС Уручье-2 - Колодищанское кладбище;67;130645;;14386,14652,14378,14642,16138,16136;;d6-d7 - 31.05.2014
;;;;;;;;B>A;A;Колодищанское кладбище - ДС Уручье-2;67;130644;;16136,16139,14641,14656,14653,14386;;
173э;;;;6 АП;16391,;;;A>B;A;м-р Сокол - Аэропорт Минск-2;12345;142398;;16065,133375,73752;;d1-d5 - 17.11.2014
;;;;;;;;B>A;A;Аэропорт Минск-2 - м-р Сокол;12345;142399;;73752,16065;;
175э;;;;;16349,;;;A>B;A;Вокзал - Колядичи;12345;138634;;15897,15443,15444,15450,15455,15456,15992,15993,15995,15997,15999,15998;;d1-d5 - 06.10.2014
;;;;;;;;B>A;A;Колядичи - Вокзал;12345;138635;;15998,73901,16000,15996,15994,16001,15491,15492,15547,15552,15897;;
176э;;;;;16405,;;;A>B;A;ДС Серова - ДС Шабаны;12345;143252;;69176,15068,15096,15089,15490,15459,15469,204367,69288,14791,14794,14820,14821,14822,14744,14746;;d1-d4 - 08.12.2014<br>d5 - 12.12.2014
;;;;;;;;B>A;A;ДС Шабаны - ДС Серова;12345;143253;;14746,14785,14786,14787,14788,14789,14792,14793,205301,16160,15485,15456,58334,15090,15093,69175,69176;;
181э;;;;5 АП;15957,;;;A>B;A;Малыш-3 (Каменная Горка-5 - ДС Масюковщина);12345;102091;;73866,187017,133387,133389,187018,147047,147006,15259,15261,15262,15227;;d1-d5 - 01.12.2014
;;;;;;;;B>A;A;Малыш-3 (ДС Масюковщина - Каменная Горка-5);12345;102092;;15227,15241,15518,147007,199081,133381,133382,133386,133385,73866;;
185с;;;;;16344,;;;A>B;A;ДС Каменная Горка-5 - Масюковщина;12345;138026;;147018,187016,133381,133413,147047,72615,72616,14601,14602,14603,133193,71952,15556,15195,14839,16234,16235;;d1-d5 - 01.10.2014
;;;;;;;;B>A;A;Масюковщина - ДС Каменная Горка-5;12345;138027;;16235,133157,14701,14849,15559,71953,71456,14605,14606,14607,72406,151194,151195,133414,133384,147018;;
188с;;;;;16405,;;;A>B;A;ДС Запад-3 - Школа №188;12345;143690;;69517,14608,73864,73865,151194,147007,199081,133381,133382,15600,71064;;d1-d5 - 01.12.2014
;;;;;;;;B>A;A;Школа №188 - ДС Запад-3;12345;143691;;71064,15566,133389,187018,147047,147006,72615,72616,14868,69517;;
196;;;;;16377,;;;A>B;A;Малиновка-4 - С. Ковалевской;12345;142843;;54638,15583,15584,15585,15586,15590,15591,14934,14935,15654,15655,71807,14907,16249,15696,15676,15677,15678,15679;;d1-d5 - 03.11.2014
;;;;;;;;B>A;A;С. Ковалевской - Малиновка-4;12345;142846;;15679,15680,15681,15682,15684,15212,15213,15656,15657,58338,14936,15575,15576,15577,15578,15579,15580,15582,54638;;
196а;;;;;;;;A>B;A;Малиновка-4 - С. Ковалевской;;142861;;;;d1-d5 - 03.11.2014
;;;;;;;;B>A;A;С. Ковалевской - Малиновка-4;12345;142864;;15679,15680,15681,15682,15684,15212,15213,15656,15657,58338,14936,15575,15576,15643,15644,15646,58341,14874,15139,15140,15141,15142,15143,15144,15157,15158,54675,15640,15577,15578,15579,15580,15582,54638;;
196д;;;;;;;;A>B;A;Малиновка-4 - С. Ковалевской;;142850;;;;d1-d5 - 03.11.2014
;;;;;;;0.47;D>B1;A;АП5- Малиновка-4;12345;142858;;15140,15141,15142,15143,15144,15157,15158,54675,15640,15641,15642,15577,15578,15579,15580,15582,54638;;
198э;;;;6 АП;16363,;;;A>B;A;Сокол - Г-ца Спутник;12345;139787;;16065,15343,15872,15839;;d1-d5 - 20.10.2014
;;;;;;;;B>A;A;Г-ца Спутник - Сокол;12345;139788;;15838,15873,15620,16065;;
199с;;;;;16405,;;;A>B;A;ДС Шабаны - Сосны;12345;143260;;14746,14753,14824,14825,16049,16057,16058;;d1-d4 - 08.12.2014<br>d5 - 12.12.2014
;;;;;;;;B>A;A;Сосны - ДС Шабаны;12345;143261;;16058,16052,16050,16060,16051,16048,14625,14713,14746;;
300э;;;;7 АП;16389,;;;A>B;A;АВ "Центральный" - Национальный аэропорт "Минск";1234567;142366;;133372,73195,197014,197015,197016,133375,73752;;d1-d7 - 15.11.2014
;;;;;;;;B>A;A;Национальный аэропорт "Минск" - АВ "Центральный";1234567;142367;;73752,197018,197019,197020,14653,15894,133372;;
921;;;;;16368,;;;A>B;A;ДС Зеленый Луг-6 - ст.м. Восток;1234567;139943;;15788,15787,15784,15782,54204,14438,14358,14362,69222,14486,14487,14431,14488;;d1-d5 - 19.11.2014<br>d6-d7 - 25.10.2014
;;;;;;;;B>A;A;ст.м. Восток - ДС Зеленый Луг-6;1234567;139944;;14488,14677,14343,14344,14348,14349,14352,58345,14357,14363,14361,14359,14440,14458,14459,15783,15785,15786,15788;;
M1;;;metro;ТР П;15651,;;;A>B;A;Петровщина - Уручье;1234567;52518;;133332,133333,133330,73205,73204,73203,73202,73201,73200,73199,73198,73197,73196,73195;;
;;;;;;;;B>A;A;Уручье- Петровщина;1234567;52519;;73195,73196,73197,73198,73199,73200,73201,73202,73203,73204,73205,133330,133333,133332;;
M2;;;;;15584,;;;A>B;A;Каменная Горка - Могилевская;1234567;52524;;73219,73218,73217,73216,73215,73214,73213,73212,73211,73210,73209,73208,73207,73206;;
;;;;;;;;B>A;A;Могилевская - Каменная Горка;1234567;52525;;73206,73207,73208,73209,73210,73211,73212,73213,73214,73215,73216,73217,73218,73219;;
1;;;tram;;16082,;;;A>B;A;ДС Зеленый Луг - Мясникова;;117962;;;;d1-d5 - 03.11.2014<br>d6-d7 - 29.11.2014
;;;;;16377,;;;A>B;A;ДС Зеленый Луг - пл.Мясникова;1234567;141302;;16191,16193,16195,16196,16199,16201,16204,16205,16208,16210,16211,16212,16214,15430,15266,15267,15312,15269,15270,15271,15272,15273,15274;;
;;;;;;;;B>A;A;пл.Мясникова - ДС Зеленый Луг;1234567;141305;;15274,15275,15276,16217,15310,15311,15268,16215,15399,15430,133407,16213,16216,16209,16207,16203,16200,16198,16197,16194,16192,16191;;
;;;;;16403,;;0;A>D;A;ДС Зеленый Луг- D;67;143071;;16201,16204,16205,16208,16210,16211,16212,16214,15430;;
;;;;;16082,;;0;D>A;A;D - ДС Зеленый Луг;1234567;117961;;15430,133407,16213,16216,16209,16207,16203,16200,16198,16197,16194,16192,16191;;
2;;;;;16100,;;;A>B;A;Мясникова - Октябрьская;12345;119907;;15274,15275,15276,16217,16221,16222,16219;;d1-d5 - 30.01.2014
;;;;;;;;B>A;A;Октябрьская  - Мясникова;12345;119908;;16219,16218,16220,16223,15272,15273,15274;;
;;;;;;;0;A>D;A;Мясникова - D;12345;119909;;15274,15275,15276,16217,15310,15311,15268,15313,16226,15315,54200;;
;;;;;;;0;B>D;A;Октябрьская - D;12345;119912;;16219,16218,16220,16223;;
;;;;;;;0;D>A;A;D -  Мясникова;12345;119911;;15271,15272,15273,15274;;
3;;;;;16391,;;;A>B;A;ДС Озеро -  ДС Серебрянка;12345;142402;;15183,15184,15185,15188,15189,15232,15234,15264,15430,15266,16117,16116,15315,15317,15319,15347,15349,15350,15394,15393,15353,15391,15355,15356,15358,15359,15360;;d1-d5 - 17.11.2014<br>d6-d7 - 06.12.2014
;;;;;16410,;;;A>B;A;ДС Озеро - ДС Серебрянка;67;144180;;15183,15184,15185,15188,15189,15232,15234,15264,15430,15266,16117,16116,15315,15317,15319,15347,15349,15350,15394,15393,15353,15391,15355,15356,15358,15359,15360;;
;;;;;16391,;;;B>A;A;ДС Серебрянка - ДС Озеро;1234567;142405;;15360,15974,15388,15389,15357,15391,15392,15393,15394,15395,15812,15396,15397,16113,15821,16114,15398,15399,15430,15431,15432,15233,15190,15187,15434,15183;;
;;;;;;;0;A1>D;A;ДС Озеро - D;1234567;142400;;15183,15184,15185,15188,15189,15232,15234,15264,15430,15266,16117,16116,15315;;
;;;;;;;0;B1>D;A;ДС Серебрянка - D;67;142403;;15396,15397,15819,54200;;
;;;;;;;0;D>A1;A;D - ДС Озеро;67;142401;;15821,16114,15398,15399,15430,15431,15432,15233,15190,15187,15434,15183;;
;;;;;;;0;D>B1;A;D - ДС Серебрянка;1234567;142404;;15347,15349,15350,15394,15393,15353,15391,15355,15356,15358,15359,15360;;
4;;;;;16082,;;;A>B;A;ДС Озеро -  Мясникова;1234567;117973;;15183,15184,15185,15188,15189,15232,15234,15264,15430,15266,15267,15312,15269,15270,15271,15272,15273,15274;;d1-d5 - 06.10.2014<br>d6-d7 - 12.01.2014
;;;;;;;;B>A;A;Мясникова - ДС Озеро;1234567;117976;;15274,15275,15276,16217,15310,15311,15268,16215,15399,15430,15431,15432,15233,15190,15187,15434,15183;;
;;;;;;;0;A1>D;A;ДС Озеро - D;1234567;117971;;15183,15184,15185,15188,15189,15232,15234,15264,15430;;
;;;;;;;0;B1>D;A;Мясникова - D;1234567;117974;;15274,15275,15276,16217,15310,15311,15268,16215;;
;;;;;;;0;D>A1;A;D - ДС Озеро;12345;117972;;15430,15431,15432,15233,15190,15187,15434,15183;;
;;;;;;;0;D>B1;A;D -  Мясникова;67;117975;;15267,15312,15269,15270,15271,15272,15273,15274;;
;;;;;16349,;;0;D>B1;A;D - Мясникова;12345;138713;;15267,15312,15269,15270,15271,15272,15273,15274;;
5;;;;;16102,;;;A>B;A;ДС Озеро - ДС Зеленый Луг;1234567;119987;;15183,15184,15185,15188,15189,15232,15234,15264,133407,16213,16216,16209,16207,16203,16200,16198,16197,16194,16192,16191;;d1-d5 - 06.10.2014<br>d6-d7 - 01.02.2014
;;;;;;;;B>A;A;ДС Зеленый Луг - ДС Озеро;1234567;119990;;16191,16193,16195,16196,16199,16201,16204,16205,16208,16210,16211,16212,16214,15431,15432,15233,15190,15187,15434,15183;;
;;;;;;;0;A1>D;A;ДС Озеро - D;12345;119985;;15183,15184,15185,15188,15189,15232,15234,15264,15265;;
;;;;;;;0;B1>D;A;ДС Зеленый Луг - D;12345;119988;;16191,16193,16195,16196,16199,16201,16204,16205,16208,16210,16211,16212,16214;;
;;;;;;;0;D>A1;A;D - ДС Озеро;12345;119986;;15430,15431,15432,15233,15190,15187,15434,15183;;
;;;;;;;0;D>B1;A;D - ДС Зеленый Луг;1234567;119989;;15430,16213,16216,16209,16207,16206,16203,16200,16198,16197,16194,16192,16191;;
6;;;;;16082,;;;A>B;A;ДС Серебрянка - ДС Зеленый Луг;1234567;117985;;15360,15974,15388,15389,15357,15391,15392,15352,15351,15395,15812,15396,15397,16113,15821,16114,15398,15399,15430,133407,16213,16216,16209,16207,16203,16200,16198,16197,16194,16192,16191;;d1-d5 - 17.11.2014<br>d6-d7 - 12.01.2014
;;;;;;;;B>A;A;ДС Зеленый Луг - ДС Серебрянка;1234567;117988;;16191,16193,16195,16196,16199,16201,16204,16205,16208,16210,16211,16212,16214,15430,15266,16117,16116,15315,15317,15319,15347,15349,15350,15394,15393,15353,15391,15355,15356,15358,15359,15360;;
;;;;;;;0;B1>D;A;ДС Зеленый Луг - D;67;117986;;16191,16193,16195,16196,16199,16201,16204,16205,16208,16210,16211,16212,16214,15430,15266,16117,16116,15315;;
;;;;;;;0;D>A1;A;D - ДС Серебрянка;1234567;117984;;15347,15349,15350,15394,15393,15353,15391,15355;;
;;;;;;;0;D>B1;A;D - ДС Зеленый Луг;1234567;117987;;15430,133407,16213,16216,16209,16207,16203,16200,16198,16197,16194,16192,16191;;
7;;;;;16326,;;;A>B;A;ДС Серебрянка - Мясникова;67;136635;;15360,15974,15388,15389,15357,15391,15392,15393,15394,15395,15812,15396,15397,16113,15821,16226,16227,15312,15269,15270,15271,15272,15273,15274;;d1-d5 - 17.11.2014<br>d6-d7 - 13.09.2014
;;;;;16391,;;;A>B;A;ДС Серебрянка - пл. Мясникова;12345;142417;;15360,15974,15388,15389,15357,15391,15392,15393,15394,15395,15812,15396,15397,16113,15821,16226,16227,15312,15269,15270,15271,15272,15273,15274;;
;;;;;16326,;;;B>A;A;Мясникова - ДС Серебрянка;67;136632;;15274,15275,15276,16217,15310,15311,15312,15313,16228,15315,15317,15319,15347,15349,15350,15394,15393,15353,15391,15355,15356,15358,15359,15360;;
;;;;;16391,;;;B>A;A;пл. Мясникова - ДС  Серебрянка;12345;142414;;15274,15275,15276,16217,15310,15311,15312,15313,16228,15315,15317,15319,15347,15349,15350,15394,15393,15353,15391,15355,15356,15358,15359,15360;;
;;;;;16326,;;0;A>D;A;Мясникова - D;67;136630;;15274,15275,15276,16217,15310,15311,15312,15313,16228,15315;;
;;;;;16391,;;0;A1>D;A;ДС Серебрянка - D;12345;142415;;15360,15974,15388,15389,15357,15391,15392,15393,15394,15395,15812,15396;;
;;;;;;;0;B>D;A;пл. Мясникова - D;12345;142412;;15274,15275,15276,16217,15310,15311,15312,15313,16228,15315;;
;;;;;;;0;D>A1;A;D - ДС Серебрянка;12345;142416;;15347,15349,15350,15394,15393,15353,15391,15355,15356,15358,15359,15360;;
;;;;;;;0;D>B1;A;D - пл. Мясникова;12345;142413;;15821,16226,16227,15312,15269,15270,15271,15272,15273,15274;;
9;;;;;16377,;;;A>B;A;ДС Серебрянка - Тракторный завод;12345;141321;;15360,15974,15388,15389,15357,15391,15392,15352,15351,15395,15812,73536;;d1-d5 - 03.11.2014
;;;;;;;;B>A;A;Тракторный завод - ДС Серебрянка;12345;141319;;73536,15349,15350,15394,15393,15353,15391,15355,15356,15358,15359,15360;;
;;;;;;;0;D>A;A;D - д/с Серебрянка;12345;141320;;15355,15356,15358,15359,15360;;
11;;;;;;;;A>B;A;ДС Зеленый Луг - ст.м.Пл.Победы;12345;141322;;16191,16193,16195,16196,16199,16201,16204,16205,16208,16210,16211,16212,16214,15430,15266;;d1-d5 - 03.11.2014
;;;;;;;;B>A;A;ст.м.Пл.Победы - ДС Зеленый Луг;12345;141325;;15266,15399,15430,133407,16213,16216,16209,16207,16203,16200,16198,16197,16194,16192,16191;;
;;;;;;;0;D>A;A;D - Зеленый Луг;12345;141324;;15430,133407,16213,16216,16209,16207,16203,16200,16198,16197,16194,16192,16191;;
2;;;trol;5 ТП;16381,;;;A>B;A;ДС Уручье -2 - ДС Зелёный луг-7;1234567;141854;;14386,14384,14382,14649,14651,14674,14379,14665,14666,68844,14433,14515,58345,14357,14363,14361,14359,14440,14458,14459,15783,15785,15786,15790;;d1-d5 - 10.11.2014<br>d6-d7 - 07.11.2014
;;;;;;;;B>A;A;ДС Зеленый луг-7 - ДС Уручье -2;67;141855;;15790,15787,15784,15782,54204,14438,14358,14362,14356,14486,14487,14432,14668,14667,14380,14673,14650,14381,14383,14385,14386;;
;;;;;16384,;;;B>A;A;ДС Зеленый луг-7 - ДС Уручье-2;12345;142083;;15790,15787,15784,15782,54204,14438,14358,14362,14356,14486,14487,14432,14668,14667,14380,14673,14650,14381,14383,14385,14386;;
;;;;;16381,;;0;A>D;A;ДС Уручье -2  - ТП5;67;141856;;14386,14384,14382,14649,14651;;
;;;;;16384,;;0.15;A1>D;A;ДС Уручье -2 - ТП5;12345;142084;;14386,14384,14382,14649,14651;;
;;;;;16381,;;0;B>D;A;ДС Зеленый луг-7 - ТП5;1234567;141859;;15790,15787,15784,15782,54204,14438,14358,14362,14356,14486;;
;;;;;;;0;D>B;A;ТП5 - ДС Зеленый луг-7;1234567;141857;;58345,14357,14363,14361,14359,14440,14458,14459,15783,15785,15786,15790;;
3;;;;2 ТП;16040,;;;A>B;A;ДС Ангарская-4 - Вокзал;67;112181;;68909,15330,15331,15780,15342,15339,15340,15341,15343,15344,15345,15346,15621,15622,15623,15624,15625,15626,15627,15628,15907,15908,15909,15564,230003,15900;;d1-d5 - 18.11.2014<br>d6 - 07.12.2013<br>d7 - 01.12.2013
;;;;;16392,;;;A>B;A;ДС  Ангарская-4 - Вокзал;12345;142452;;68909,15330,15331,15780,15342,15339,15340,15341,15343,15344,15345,15346,15621,15622,15623,15624,15625,15626,15627,15628,15907,15908,15909,15564,230003,15900;;
;;;;;16040,;;;B>A;A;Вокзал - ДС Ангарская-4;67;112182;;15900,15901,15443,15905,15906,15612,15613,15614,15615,15616,15617,15618,15619,15295,15296,15297,15298,15299,15300,15301,15302,15303,15304,15833,68909;;
;;;;;16392,;;;B>A;A;Вокзал - ДС  Ангарская-4;12345;142453;;15900,15901,15443,15905,15906,15612,15613,15614,15615,15616,15617,15618,15619,15295,15296,15297,15298,15299,15300,15301,15302,15303,15304,15833,68909;;
3д;;;;;16377,;;;A>B;A;ДС Ангарская-4 - Аранская;12345;141338;;68909,15330,15331,15780,15342,15339,15340,15341,15343,15344,15345,15346,15621,15622,15623,15624,15625,15626,15627,15628,15612;;d1-d5 - 03.11.2014
;;;;;;;;B>A;A;Аранская - ДС Ангарская-4;12345;141339;;15612,15613,15614,15615,15616,15617,15618,15619,15295,15296,15297,15298,15299,15300,15301,15302,15303,15304,15833,68909;;
4;;;;4 ТП;16068,;;;A>B;A;ДС Одоевского - Бобруйская;1234567;114700;;15562,15169,15195,14818,14819,14684,14685,14686,14687,14688,14570,14571,15893,15894,133147;;d1-d5 - 02.06.2014<br>d6-d7 - 29.12.2013
;;;;;;;;B>A;A;Бобруйская - ДС Одоевского;1234567;114697;;133147,69093,15944,15892,14525,14526,14575,14576,14577,14589,14590,14702,14703,14848,14849,15562;;
;;;;;;;0;B>D;A;Вокзал - ТП4;1234567;114698;;133147,69093,15944,15892,14525,14526,14575,14576,14577;;
6;;;;2 ТП;16088,;;;A>B;A;ДС Лошица-2 - Вокзал;1234567;118445;;68811,15485,15486,15491,15492,15493,15546,15547,15548,15549,15550,15551,191225,15552,15564,230003,15900;;d1-d5 - 14.11.2014<br>d6-d7 - 18.01.2014
;;;;;;;;B>A;A;Вокзал - ДС Лошица-2;1234567;118448;;15900,15901,15443,15444,191225,15445,15446,15447,15449,15450,15451,15454,15455,15459,15460,15461,68811;;
;;;;;16388,;;0;A>D;A;ДС Лошица-2 - ТП 2;12345;142295;;68811,15485,15486,15491,15492,15493,15546,15547;;
7;;;;4 ТП;16068,;;;A>B;A;ДС Сухарево-5 - Бобруйская;1234567;114694;;133395,73663,69090,58340,15173,15174,15157,15158,15159,15160,15161,15162,15163,15164,15165,15166,15167,15168,15127,15126,14686,14687,14688,14570,14571,15893,15894,133147;;d1-d5 - 15.09.2014<br>d6 - 05.01.2014<br>d7 - 29.12.2013
;;;;;;;;B>A;A;Бобруйская - ДС Сухарево-5;1234567;114689;;133147,69093,15944,15892,14525,14526,14575,14576,15123,15124,15125,15128,15129,15130,15131,15132,54292,15134,15135,15136,15137,15155,15151,15152,15140,15141,73666,73665,133395;;
;;;;;;;;A>D;A;ДС Сухарево-5 - ТП4;1234567;114691;;133395,73663,69090,58340,15173,15174,15157,15158,15159,15160,15161,15162,15163,15164;;
;;;;;;;;B>D;A;Вокзал - ТП4;1234567;114693;;133147,69093,15944,15892,14525,14526,14575,14576,15123,15124;;
;;;;;;;;D>A;A;ТП4 - ДС Сухарево-5;1234567;114690;;15128,15129,15130,15131,15132,54292,15134,15135,15136,15137,15155,15151,15152,15140,15141,73666,73665,133395;;
;;;;;;;;D>B;A;ТП4 - Вокзал;1234567;114692;;14686,14687,14688,14570,14571,15893,15894,133147;;
8;;;;;16377,;;;A>B;A;ДС Сухарево-5 – ст.м.Институт культуры;12345;141349;;133395,73663,69090,58340,15173,15174,15157,15158,15159,15160,15161,15162,15163,15164,14903,14904,14905,14906,14907,16249,15696,15697,15698,15699,15700,15701,54565;;d1-d5 - 12.12.2014
;;;;;;;;B>A;A;ст.м.Институт культуры - ДС Сухарево;12345;141348;;54565,54508,15668,15669,15675,14718,15683,15684,16253,15212,15213,15214,15215,15216,15132,54292,15134,15135,15136,15137,15155,15151,15152,15140,15141,73666,73665,133395;;
;;;;;;;0.69;A>D1;A;ДС Сухарево-5 – ТП4;12345;141351;;133395,73663,69090,58340,15173,15174,15157,15158,15159,15160,15161,15162,15163,15164;;
;;;;;;;0.35;B>D1;A;ст.м.Институт культуры - ТП4;12345;141353;;54565,54508,15668,15669,15675,14718,15683,15684,16253,15212;;
;;;;;;;0.67;D>A1;A;ТП4 - ДС Сухарево-5;12345;141350;;15132,54292,15134,15135,15136,15137,15155,15151,15152,15140,15141,73666,73665,133395;;
;;;;;;;0.55;D>B1;A;ТП4 - ст.м.Институт культуры;12345;141352;;14903,14904,14905,14906,14907,16249,15696,15697,15698,15699,15700,54565;;
9;;;;;16151,;;;A>B;A;ДС Кунцевщина - Городской вал;1234567;122444;;15858,14606,14607,14868,14869,15170,15191,14884,14885,15161,15162,15163,15164,15165,15166,15167,15168,15127,15126,14686,14687,14688,14689,14690;;d1-d5 - 12.12.2014<br>d6-d7 - 22.03.2014
;;;;;;;;B>A;A;Городской вал - ДС Кунцевщина;1234567;122445;;14690,14572,14573,14575,14576,15123,15124,15125,15128,15129,15130,15131,15132,54292,15134,14886,14887,14882,14883,14888,14878,14867,14600,14601,54610,15858;;
;;;;;16272,;;0;A>D;A;ДС Кунцевщина - ТП4;12345;133860;;15858,14606,14607,14868,14869,15170,15191,14884,14885,15161,15162,15163,15164;;
;;;;;;;0;B>D;A;Городской вал - ТП4;1234567;133857;;14690,14572,14573,14575,14576,15123,15124;;
;;;;;;;0;D>A;A;ТП4 - ДС Кунцевщина;12345;133856;;15128,15129,15130,15131,15132,54292,15134,14886,14887,14882,14883,14888,14878,14867,14600,14601,54610,15858;;
;;;;;;;0;D>B;A;ТП4 - Городской вал;12345;133861;;15126,14686,14687,14688,14689,14690;;
10;;;;3 ТП;16194,;;;A>B;A;ДС Веснянка - ДС Малиновка-4;1234567;127021;;15846,54756,54757,15850,15852,15854,15856,54537,14699,14700,14701,14702,14703,14704,14714,14716,54642,14763,15201,14908,14909,212056,14910,14911,14912,230009,14974,14975,14976,14977,14978,14979,15579,15580,15582,54638;;d1-d5 - 01.09.2014<br>d6-d7 - 04.05.2014
;;;;;;;;B>A;A;Малиновка-4 - ДС Веснянка;1234567;127024;;54638,15581,15583,15584,14984,14985,14986,14987,14989,14988,14990,14991,15857,15196,204052,15197,15200,15596,58354,14816,14762,14715,14817,14818,14819,14838,14839,14840,14841,54519,15855,15853,15851,15849,54761,15847,68808,15846;;
;;;;;;;0;A>D;A;ДС Веснянка - ТП 3;1234567;127019;;15846,54756,54757,15850,15852,15854,15856,54537,14699,14700,14701,14702,14703,14704,14714,14716,54642,14763,15201,15212;;
;;;;;;;0;B>D;A;ДС Малиновка-4 - ТП 3;1234567;127022;;54638,15581,15583,15584,14984,14985,14986,14987,14989,14988,14990,14991,15857,15196,204052,15197,15693,15694,16253,15212;;
;;;;;;;0;D>A;A;ТП 3 - ДС Веснянка;1234567;127020;;14838,14839,14840,14841,54519,15855,15853,15851,15849,54761,15847,68808,15846;;
;;;;;;;0;D>B;A;ТП 3 - ДС Малиновка-4;1234567;127023;;14908,14909,212056,14910,14911,14912,230009,14974,14975,14976,14977,14978,14979,15579,15580,15582,54638;;
12;;;;;16284,;;;A>B;A;ДС Лермонтова - пл. Бангалор;1234567;134419;;15933,15929,15930,15935,15927,15205,15207,15209,15211,15597,15598,15599,15600,15778,15776,15737,15732,14441,14442,14764;;d1-d5 - 22.10.2014<br>d6-d7 - 02.08.2014
;;;;;;;;B>A;A;пл. Бангалор - ДС Лермонтова;1234567;134420;;14764,15019,15748,15747,15736,15738,15777,15779,15566,15122,15567,15568,15210,15208,15206,15672,15928,15933;;
;;;;;;;0;D>A;A;ТП 3 - ДС Лермонтова;1234567;134422;;15673,15674,15700,15701,54565,54508,15668,15669,15670,15671,15672,15928,15933;;
;;;;;;;0;D>B;A;ТП 3 - пл. Бангалор;67;134423;;15205,15207,15209,15211,15597,15598,15599,15600,15778,15776,15737,15732,14441,14442,14764;;
